FB_NR,BFS_WENKER,ORTSNAME,X,Y,,,Bezirk,Kanton,Transkription
45238,418_2,Gumm Gm. Oberburg,613250,207250,,,Burgdorf,BE,
45239,414_2,Krauchthal,609747,206577,,,Burgdorf,BE,ja
45240,418_3,Schupposen Gm. Oberburg,612685,208893,,,Burgdorf,BE,
45241,414_1,Hettiswil,609106,208956,,,Burgdorf,BE,
45242,543_1,Mattstetten,605706,208761,,,Fraubrunnen,BE,
45243,418_1,Oberburg,614210,209828,,,Burgdorf,BE,
45244,409_1,Hindelbank,607809,210166,,,Burgdorf,BE,ja
45245,407_4,Busswil b. Heimiswil,616366,209906,,,Burgdorf,BE,
45246,404_1,Burgdorf,614124,211738,,,Burgdorf,BE,ja
45247,416_1,Kreuzweg Gm. Mötschwil,609878,210978,,,Burgdorf,BE,
45248,407_2,Heimiswil,616714,212540,,,Burgdorf,BE,
45249,415_1,Lyssach,610699,212671,,,Burgdorf,BE,
45250,411_1,Kernenried,608156,213144,,,Burgdorf,BE,ja
45251,354_1,Kirchlindach,597824,205257,,,BE,BE,
45252,307_3,Meikirch,594345,206508,,,Aarberg,BE,ja
45253,307_2,Wahlendorf,592339,206302,,,Aarberg,BE,
45254,546_1,Münchenbuchsee,601013,207819,,,Fraubrunnen,BE,ja
45255,311_1,Schüpberg,596649,208013,,,Aarberg,BE,
45256,310_2,Moosaffoltern,600030,210257,,,Aarberg,BE,
45257,311_2,Schwanden b. Schüpfen,597220,209464,,,Aarberg,BE,
45258,311_3,Schüpfen,595282,209672,,,Aarberg,BE,
45259,311_4,Ziegelried,593144,209915,,,Aarberg,BE,
45260,310_3,Seewil,597740,210789,,,Aarberg,BE,
45261,557_1,Zuzwil ,602496,211140,,,Fraubrunnen,BE,ja
45262,310_1,Dieterswil,598958,211571,,,Aarberg,BE,
45263,310_5,Wierezwil,596533,211941,,,Aarberg,BE,
45264,303_3,Suberg,592415,212030,,,Aarberg,BE,
45265,541_1,Iffwil,603167,212416,,,Fraubrunnen,BE,
45266,550_1,Scheunen,601392,213035,,,Fraubrunnen,BE,
45267,310_4,Rapperswil,597867,212534,,,Aarberg,BE,ja
45268,310_6,Zimlisberg,598410,213804,,,Aarberg,BE,
45269,303_2,Grossaffoltern,594104,212801,,,Aarberg,BE,
45270,303_4,Vorimholz,594768,213353,,,Aarberg,BE,
45271,303_1,Ammerzwil,592570,213120,,,Aarberg,BE,
45272,1024_2,Sprengi Gm. Emmen,663290,214650,,,Hochdorf,LU,
45273,1040_1,Rothenburg,663242,216172,,,Hochdorf,LU,ja
45274,1093_2,Neuenkirch,658025,216810,,,Sursee,LU,ja
45275,1026_1,Eschenbach,666857,220563,,,Hochdorf,LU,ja
45276,1037_1,Rain,662264,220285,,,Hochdorf,LU,ja
45277,1102_1,Sempach,657099,220921,,,Sursee,LU,ja
45278,1023_1,Ballwil,666825,222831,,,Hochdorf,LU,ja
45279,1088_1,Hildisrieden,659930,222524,,,Sursee,LU,ja / in Bearb.
45280,1084_1,Eich,655302,222444,,,Sursee,LU,ja
45281,1098_6,Ruswil,652245,214974,,,Sursee,LU,ja
45282,1136_3,Menznau,645581,214865,,,Willisau,LU,ja
45283,1148_3,Schülen,642785,214854,,,Willisau,LU,
45284,1098_5,Rüdiswil,650944,215626,,,Sursee,LU,
45285,1136_2,Geiss,646864,215705,,,Willisau,LU,ja
45286,1098_4,Etzenerlen,653070,216870,,,Sursee,LU,
45287,1148_2,Ostergau,643999,218265,,,Willisau,LU,ja
45288,1083_1,Buttisholz,649762,218370,,,Sursee,LU,ja
45289,1094_1,Nottwil,653020,220696,,,Sursee,LU,ja
45290,1087_1,Bühl Gm. Gunzwil,655160,225365,,,Sursee,LU,
45291,1096_2,Sigerswil Gm. Grosswangen,649300,221150,,,Sursee,LU,
45292,1086_1,Grosswangen,646436,220414,,,Sursee,LU,ja
45293,1128_1,Ettiswil,643895,222160,,,Willisau,LU,ja
45294,1121_1,Alberswil,642809,222215,,,Willisau,LU,ja
45295,1095_1,Oberkirch,651327,223134,,,Sursee,LU,
45296,1095_2,Dogelzwil Gm. Oberkirch,649669,222952,,,Sursee,LU,ja
45297,1133_1,Kottwil,646007,223754,,,Willisau,LU,
45298,1091_2,Mauensee,647556,224267,,,Sursee,LU,ja
45299,1149_1,Willisau Stadt,641746,218979,,,Willisau,LU,ja / ja
45300,1132_1,Hergiswil,639404,215056,,,Willisau,LU,ja
45301,1135_3,Hofstatt,636182,214966,,,Willisau,LU,ja
45302,1135_4,Ellbach Gm. Luthern,634710,214280,,,Willisau,LU,
45303,1148_4,Willisau Land,642435,216980,,,Willisau,LU,
45304,1145_1,Ufhusen,634558,218552,,,Willisau,LU,ja
45305,1150_1,Zell,636746,220704,,,Willisau,LU,ja
45306,326_1,Gondiswil,632867,221785,,,Aarwangen,BE,ja
45307,1129_1,Fischbach,635579,222846,,,Willisau,LU,ja
45308,1138_1,Ohmstal,638634,223279,,,Willisau,LU,
45309,424_5,Kappelen,621105,216171,,,Burgdorf,BE,
45310,424_3,Mistelberg Gm. Wynigen,619086,215792,,,Burgdorf,BE,
45311,424_1,Wynigen,617394,217259,,,Burgdorf,BE,ja
45312,335_1,Bleuen,623831,218132,,,Aarwangen,BE,in Bearb.
45313,424_4,Rüedisbach,620090,218749,,,Burgdorf,BE,
45314,322_1,Auswil,629977,220597,,,Aarwangen,BE,ja
45315,338_1,Rohrbach,628468,220662,,,Aarwangen,BE,
45316,344_1,Ursenbach,625327,220681,,,Aarwangen,BE,ja
45317,332_1,Wyssbach,629398,221562,,,Aarwangen,BE,ja
45318,328_1,Kleindietwil,626661,221751,,,Aarwangen,BE,
45319,988_1,Grasswil,617335,221761,,,Wangen,BE,ja
45320,985_1,Neuhaus Gm. Ochlenberg,622560,222170,,,Wangen,BE,
45321,2531_1,Steinhof,618844,223410,,,Wasseramt,SO,
45322,412_1,Bütikofen,613264,214385,,,Burgdorf,BE,
45323,420_1,Rüdtligen-Alchenflüh,609948,215161,,,Burgdorf,BE,
45324,412_2,Kirchberg ,611034,215062,,,Burgdorf,BE,
45325,405_1,Ersigen,611937,215917,,,Burgdorf,BE,ja
45326,401_1,Aefligen,609151,216071,,,Burgdorf,BE,ja
45327,549_1,Schalunen,606645,217576,,,Fraubrunnen,BE,
45328,402_1,Alchenstorf,615038,219401,,,Burgdorf,BE,ja
45329,552_1,Utzenstorf,609060,219755,,,Fraubrunnen,BE,ja
45330,533_1,Bätterkinden,607657,219939,,,Fraubrunnen,BE,ja
45331,2442_1,Aetingen,605021,220106,,,Bucheggberg,SO,
45332,410_2,Höchstetten-Hellsau,614671,221478,,,Burgdorf,BE,
45333,410_1,Höchstetten,614671,221478,,,Burgdorf,BE,
45334,2521_2,Winistorf,616079,222383,,,Wasseramt,SO,
45335,988_2,Seeberg,616875,222819,,,Wangen,BE,ja
45336,2521_1,Heinrichswil,614827,222860,,,Wasseramt,SO,ja
45337,2452_1,Küttigkofen,605839,222185,,,Bucheggberg,SO,
45338,2530_1,Recherswil,611774,223555,,,Wasseramt,SO,
45339,556_1,Zielebach,610467,223086,,,Fraubrunnen,BE,
45340,391_1,Oberwil bei Büren,597439,219765,,,Büren,BE,
45341,537_1,Etzelkofen,603050,214800,,,Fraubrunnen,BE,ja
45342,394_1,Wengi,596983,214700,,,Büren,BE,ja
45343,394_2,Scheunenberg,595441,214924,,,Büren,BE,
45344,4036_1,Oberehrendingen,668059,260845,,,Baden,AG,ja
45345,86_1,Dielsdorf,676944,259558,,,Dielsdorf,ZH,ja
45346,90_1,Niederhasli,679140,259157,,,Dielsdorf,ZH,
45347,82_1,Boppelsen,672672,258196,,,Dielsdorf,ZH,
45348,83_1,Buchs,675289,256826,,,Dielsdorf,ZH,
45349,4048_1,Würenlos,669818,254890,,,Baden,AG,ja
45350,4030_1,Killwangen,668460,253821,,,Baden,AG,
45351,4040_1,Spreitenbach,669996,252332,,,Baden,AG,ja
45352,251_1,Weiningen ,675146,252572,,,Dietikon,ZH,
45353,92_1,Oberglatt,681475,258990,,,Dielsdorf,ZH,
45354,63_1,Lufingen,687114,260567,,,Bülach,ZH,
45355,56_1,Embrach,687121,261816,,,Bülach,ZH,
45356,65_1,Unterwagenburg,691010,260651,,,Bülach,ZH,ja / in Bearb. 
45357,97_1,Rümlang,682508,256490,,,Dielsdorf,ZH,ja
45358,62_1,Kloten,686358,255939,,,Bülach,ZH,
45359,261_10,Affoltern,680757,252787,,,ZH,ZH,ja
45360,261_7,Seebach,683371,252535,,,ZH,ZH,
45361,66_1,Opfikon,685962,254116,,,Bülach,ZH,
45362,200_1,Brüttisellen,689874,253163,,,Uster,ZH,
45365,176_1,Lindau,693003,255298,,,Pfäffikon,ZH,ja
45366,174_3,Effretikon,694148,253496,,,Pfäffikon,ZH,ja
45367,174_5,Ottikon,696424,254544,,,Pfäffikon,ZH,
45368,180_3,Theilingen,700306,253028,,,Pfäffikon,ZH,
45369,180_2,Weisslingen,699977,254240,,,Pfäffikon,ZH,
45370,180_1,Neschwil,701809,254142,,,Pfäffikon,ZH,
45371,182_1,Wildberg,703934,253919,,,Pfäffikon,ZH,ja
45372,231_1,Zell ,704411,256158,,,Winterthur,ZH,
45373,231_4,Langenhard Gm. Zell,703433,256945,,,Winterthur,ZH,
45374,231_3,Rikon im Tösstal,702410,255794,,,Winterthur,ZH,
45375,231_2,Kollbrunn,700684,257241,,,Winterthur,ZH,
45376,230_1,Winterthur,696846,261856,,,Winterthur,ZH,in Bearb.
45377,217_1,Elgg,707610,260929,,,Winterthur,ZH,ja
45378,4551_1,Aadorf,710238,260815,,,Frauenfeld,TG,ja
45379,4781_2,Wängi,714127,261732,,,Münchwilen,TG,ja
45380,4781_3,Tuttwil,713231,260124,,,Münchwilen,TG,
45381,4551_3,Guntershausen bei Aadorf,711444,259199,,,Frauenfeld,TG,
45382,4551_2,Ettenhausen,710121,259568,,,Frauenfeld,TG,
45383,4721_2,Bichelsee,711877,256323,,,Münchwilen,TG,ja
45384,4724_2,Wallenwil,714456,257336,,,Münchwilen,TG,
45385,4724_1,Eschlikon,714605,257859,,,Münchwilen,TG,
45386,4723_2,Oberhof,723454,264124,,,Münchwilen,TG,
45387,4761_1,Sirnach,717813,257992,,,Münchwilen,TG,
45388,4726_4,Dussnang,714919,254364,,,Münchwilen,TG,
45389,4726_3,Schurten,712844,253821,,,Münchwilen,TG,ja
45390,181_1,Wila,706149,253103,,,Pfäffikon,ZH,
45391,181_2,Wila 2,706149,253103,,,Pfäffikon,ZH,
45392,4721_1,Balterswil,713039,256892,,,Münchwilen,TG,
45393,228_2,Turbenthal,706005,255005,,,Winterthur,ZH,
45394,4721_3,Steig Gm.Bichelsee,712309,255419,,,Münchwilen,TG,
45395,4746_1,St. Margarethen,717712,260852,,,Münchwilen,TG,
45396,4716_1,Bettwiesen,719205,262062,,,Münchwilen,TG,ja
45397,4791_2,Wuppenau,725849,262076,,,Münchwilen,TG,
45398,4791_3,Hosenruck,726904,261316,,,Münchwilen,TG,
45399,3425_1,Wil ,720818,258089,,,Wil ,SG,ja
45400,3426_1,Zuzwil ,725958,259538,,,Wil ,SG,
45401,4751_1,Rickenbach ,721510,256649,,,Münchwilen,TG,ja
45402,3408_1,Oberstetten,724475,256611,,,Untertoggenburg,SG,
45403,4786_1,Wilen ,720338,256861,,,Münchwilen,TG,
45404,4471_1,Bischofszell,735804,261675,,,Bischofszell,TG,ja
45405,3422_1,Niederbüren,733032,258731,,,Wil ,SG,ja
45406,4486_2,Hauptwil,736624,260336,,,Bischofszell,TG,
45407,3444_1,Waldkirch,739186,259156,,,Gossau,SG,ja
45408,4471_3,Kenzenau Gm. Bischofszell,735804,261675,,,Bischofszell,TG,
45409,4022_1,Bellikon,668331,249085,,,Baden,AG,
45410,4022_2,Hausen,668469,249763,,,Baden,AG,
45411,249_1,Unterengstringen,676227,251918,,,Dietikon,ZH,ja
45412,247_1,Schlieren,676147,250298,,,Dietikon,ZH,ja
45413,4066_1,Eggenwil,668095,246985,,,Bremgarten,AG,
45414,4023_1,Groinden Gm. Bergdietikon,671620,248440,,,Baden,AG,
45415,4081_1,Widen,669846,246747,,,Bremgarten,AG,
45416,4075_1,Rudolfstetten,671163,246893,,,Bremgarten,AG,
45417,4075_2,Friedlisberg,671772,246309,,,Bremgarten,AG,
45418,4063_1,Bremgarten,668386,244811,,,Bremgarten,AG,ja
45419,4069_1,Hermetschwil,668528,242718,,,Bremgarten,AG,
45420,4083_1,Zufikon,669586,244339,,,Bremgarten,AG,
45421,4062_1,Berikon,670527,244848,,,Bremgarten,AG,
45422,4074_1,Oberwil-Lieli,671620,243220,,,Bremgarten,AG,
45423,242_1,Birmensdorf,675401,245168,,,Dietikon,ZH,
45424,248_1,Uitikon a. Albis,676538,247162,,,Dietikon,ZH,
45425,261_3,Altstetten,678774,248876,,,ZH,ZH,
45426,261_2,Albisrieden,679054,247692,,,ZH,ZH,ja
45427,14_1,Wettswil a.A.,678222,243686,,,Affoltern,ZH,
45428,261_4,Höngg,680059,250678,,,ZH,ZH,
45429,261_5,Oerlikon,683436,251768,,,ZH,ZH,
45430,69_1,Wallisellen,687051,251962,,,Bülach,ZH,
45431,261_9,Zürich,682736,248230,,,ZH,ZH,ja
45432,191_1,Dübendorf,689413,250600,,,Uster,ZH,
45433,261_6,Schwamendingen,685698,251004,,,ZH,ZH,
45434,200_2,Wangen,691082,251826,,,Uster,ZH,
45435,261_8,Witikon,687028,245962,,,ZH,ZH,
45436,191_2,Gfenn,691229,249802,,,Uster,ZH,
45437,193_1,Fällanden,690650,247343,,,Uster,ZH,ja
45438,195_1,Ebmatingen,690759,245201,,,Uster,ZH,
45439,161_1,Zollikon,686045,244000,,,Meilen,ZH,
45440,161_2,Zollikerberg,687971,244572,,,Meilen,ZH,
45441,174_1,Bisikon,694914,251959,,,Pfäffikon,ZH,
45442,174_2,Illnau,696932,251660,,,Pfäffikon,ZH,ja
45443,174_4,Horben bei Illnau,698476,252067,,,Pfäffikon,ZH,
45444,178_4,Rumlikon,699703,251784,,,Pfäffikon,ZH,
45445,178_3,Madetswil,702111,251923,,,Pfäffikon,ZH,
45446,178_5,Sennhof,701886,249601,,,Pfäffikon,ZH,
45447,178_2,Russikon,701029,250160,,,Pfäffikon,ZH,
45448,178_1,Gündisau,703334,250593,,,Pfäffikon,ZH,
45449,177_1,Hermatswil,704815,250281,,,Pfäffikon,ZH,
45450,172_1,Fehraltdorf,699059,249057,,,Pfäffikon,ZH,
45451,194_1,Greifensee,693598,246752,,,Uster,ZH,
45452,198_4,Nänikon,694830,247350,,,Uster,ZH,
45453,198_1,Freudwil,697840,247902,,,Uster,ZH,
45454,177_4,Wallikon,703266,248354,,,Pfäffikon,ZH,
45455,198_6,Wermatswil,698763,246522,,,Uster,ZH,
45456,177_2,Pfäffikon ,701683,247128,,,Pfäffikon,ZH,ja
45457,195_2,Maur,693025,244020,,,Uster,ZH,ja
45458,198_3,Niederuster,695071,244700,,,Uster,ZH,
45459,198_2,Uster,696680,245190,,,Uster,ZH,ja
45460,177_3,Irgenhausen,702266,246467,,,Pfäffikon,ZH,
45461,177_5,Auslikon,703391,244760,,,Pfäffikon,ZH,
45462,119_1,Seegräben,700727,244270,,,Hinwil,ZH,
45463,171_3,Undalen,706957,248695,,,Pfäffikon,ZH,
45464,179_4,Rossweid Gm. Sternenberg,711470,249280,,,Pfäffikon,ZH,ja
45465,179_2,Kohlwies Gm. Sternenberg,711175,249510,,,Pfäffikon,ZH,
45466,4726_2,Fischingen,715506,252723,,,Münchwilen,TG,ja
45467,4726_1,Au,714317,250690,,,Münchwilen,TG,
45468,4726_5,Dingetswil,712597,251285,,,Münchwilen,TG,
45469,179_1,Kohltobel Gm. Sternenberg,711175,249510,,,Pfäffikon,ZH,
45470,179_3,Gfell,712887,248980,,,Pfäffikon,ZH,
45471,111_2,Adetswil,705917,244109,,,Hinwil,ZH,
45472,120_5,Neutal Gm. Wald,712100,239130,,,Hinwil,ZH,
45473,171_2,Lipperschwendi,711763,246539,,,Pfäffikon,ZH,
45474,114_1,Boden Gm. Fieschenthal,712812,245110,,,Hinwil,ZH,in Bearb.
45475,114_2,Lenzen,712603,246295,,,Hinwil,ZH,
45476,171_1,Bauma,708632,247239,,,Pfäffikon,ZH,ja
45477,111_5,Tanne Gm. Bäretswil,708760,244993,,,Hinwil,ZH,
45478,114_3,Hörnli Gm. Fischenthal,713540,247760,,,Hinwil,ZH,
45479,181_3,Schuppis Gm. Wila,708480,250420,,,Pfäffikon,ZH,
45480,228_1,Schmidrüti,710538,252594,,,Winterthur,ZH,
45481,3392_1,Kirchberg ,720873,252413,,,Alttoggenburg,SG,ja
45482,3407_1,Oberrindal,726806,252132,,,Untertoggenburg,SG,ja
45483,3394_1,Mosnang,720948,246994,,,Alttoggenburg,SG,ja
45484,3403_1,Ganterschwil,724668,249116,,,Untertoggenburg,SG,
45485,3275_1,Oberhelfenschwil,726494,246149,,,Neutoggenburg,SG,
45486,3406_1,Mogelsberg,728168,247071,,,Untertoggenburg,SG,
45487,3402_1,Flawil,732096,253107,,,Untertoggenburg,SG,ja
45488,3443_1,Gossau ,736919,252813,,,Gossau,SG,
45489,3001_2,Ramsen,736882,250759,,,Hinterland,AR,ja
45490,3401_1,Degersheim,733022,248353,,,Untertoggenburg,SG,ja
45491,3001_1,Herisau,738831,250457,,,Hinterland,AR,ja
45492,3406_2,Dicken bei Degersheim,732391,244330,,,Untertoggenburg,SG,in Bearb.
45493,3004_1,Schwellbrunn,736782,246117,,,Hinterland,AR,ja
45494,3007_1,Waldstatt,739562,246842,,,Hinterland,AR,ja
45495,3002_1,Hundwil,742070,247784,,,Hinterland,AR,ja
45496,4226_1,Besenbüren,668409,240774,,,MUR,AG,
45497,4238_1,Rottenschwil,669819,240726,,,MUR,AG,
45498,4079_1,Unterlunkhofen,671261,241590,,,Bremgarten,AG,ja
45499,4073_1,Oberlunkhofen,671945,240481,,,Bremgarten,AG,
45500,4061_1,Arni,674224,241314,,,Bremgarten,AG,
45501,3_1,Bonstetten,677832,240986,,,Affoltern,ZH,in Bearb.
45502,13_1,Stallikon,679475,242096,,,Affoltern,ZH,ja
45503,4236_1,MUR,668176,236593,,,MUR,AG,
45504,4222_1,Aristau,669873,237606,,,MUR,AG,
45505,4071_1,Jonen,672371,238799,,,Bremgarten,AG,
45506,4234_1,Merenschwand,670864,234697,,,MUR,AG,ja
45507,11_1,Ottenbach,673045,237178,,,Affoltern,ZH,ja
45508,2_2,Zwillikon,675396,237791,,,Affoltern,ZH,ja
45509,2_1,Affoltern a.A.,676268,236619,,,Affoltern,ZH,
45510,10_1,Obfelden,674184,234989,,,Affoltern,ZH,
45511,1_1,Auegst a.A.,679205,235731,,,Affoltern,ZH,
45512,131_1,Adliswil,682095,240716,,,Horgen,ZH,
45513,135_1,Kilchberg,683717,241493,,,Horgen,ZH,ja
45514,154_1,Küsnacht ,686309,241617,,,Meilen,ZH,ja
45515,160_1,Zumikon,689642,242942,,,Meilen,ZH,
45516,139_1,Rüschlikon,684439,240169,,,Horgen,ZH,ja
45517,136_1,Langnau a.A.,683604,237969,,,Horgen,ZH,ja
45518,151_1,Erlenbach,687168,240077,,,Meilen,ZH,
45519,137_1,Oberrieden,686176,236834,,,Horgen,ZH,
45520,152_2,Wetzwil,690188,238826,,,Meilen,ZH,
45521,192_2,Hinteregg,694126,240226,,,Uster,ZH,
45522,133_3,Sihlwald,684668,235868,,,Horgen,ZH,
45523,133_1,Horgen,687661,235149,,,Horgen,ZH,
45524,156_1,Meilen,691255,236106,,,Meilen,ZH,
45525,156_2,Meilen 2,691255,236106,,,Meilen,ZH,
45526,156_3,Meilen 3,691255,236106,,,Meilen,ZH,ja
45527,152_1,Herrliberg,689014,237970,,,Meilen,ZH,
45528,195_3,Uessikon,694152,242419,,,Uster,ZH,
45529,198_5,Riedikon,696206,243188,,,Uster,ZH,in Bearb.
45530,198_7,Sulzbach,698873,242829,,,Uster,ZH,
45531,121_4,Robenhausen,701675,243055,,,Hinwil,ZH,
45532,121_1,Oberwetzikon,703469,242464,,,Hinwil,ZH,
45533,121_2,Kempten,704013,243779,,,Hinwil,ZH,
45534,115_4,Bertschikon,699715,241920,,,Hinwil,ZH,
45535,121_6,Wetzikon (Unter-),702336,241854,,,Hinwil,ZH,
45536,121_5,Ettenhausen bei Wetzikon,704769,242227,,,Hinwil,ZH,
45537,196_1,Mönchaltdorf,697009,240685,,,Uster,ZH,ja
45538,115_1,Gossau ,699834,240441,,,Hinwil,ZH,ja
45539,115_2,Grüt,701447,240832,,,Hinwil,ZH,
45540,192_1,Egg,694666,239492,,,Uster,ZH,ja
45541,192_3,Esslingen,696376,238372,,,Uster,ZH,
45542,116_1,Grüningen,700077,237738,,,Hinwil,ZH,
45543,115_3,Herschmettlen,703036,237945,,,Hinwil,ZH,
45544,115_5,Ottikon,701290,238980,,,Hinwil,ZH,
45545,157_1,Oetwil a. See,696968,236334,,,Meilen,ZH,
45546,112_1,Bubikon,704461,236191,,,Hinwil,ZH,
45547,159_1,Uetikon am See,693720,235730,,,Meilen,ZH,
45548,155_1,Männedorf,694916,234356,,,Meilen,ZH,
45549,112_2,Wolfhausen,703331,235036,,,Hinwil,ZH,
45550,117_4,Unterholz Gm. Hinwil,705987,239718,,,Hinwil,ZH,
45551,121_3,Robank-Linggenberg,700896,242733,,,Hinwil,ZH,
45552,111_1,Bäretswil,707168,243706,,,Hinwil,ZH,ja
45553,111_6,Bettswil,709068,243463,,,Hinwil,ZH,
45554,111_4,Wappenswil Gm. Bäretswil,708323,242216,,,Hinwil,ZH,
45555,117_2,Ringwil,707128,241401,,,Hinwil,ZH,
45556,117_5,Hinwil,706330,240010,,,Hinwil,ZH,
45557,117_1,Girenbad bei Hinwil,708404,240823,,,Hinwil,ZH,
45558,120_6,Riet bei Gibswil,711458,240773,,,Hinwil,ZH,
45559,117_3,Wernetshausen,708034,239679,,,Hinwil,ZH,
45560,113_3,Dürnten (Unter-),706205,237266,,,Hinwil,ZH,
45561,113_1,Oberdürnten,707659,237561,,,Hinwil,ZH,
45562,120_1,Wald ,711579,236955,,,Hinwil,ZH,ja
45563,120_2,Wald 2,711579,236955,,,Hinwil,ZH,
45564,118_1,Rüti ,707186,235342,,,Hinwil,ZH,
45565,118_2,Fägswil Gm. Rüti,708576,236040,,,Hinwil,ZH,
45566,120_4,Laupen,712862,235905,,,Hinwil,ZH,
45567,3333_1,Goldingen,715622,235790,,,See,SG,
45568,113_2,Tann,706943,235841,,,Hinwil,ZH,ja
45569,111_3,Fehrenwaldsberg Gm. Bäretswil,710529,242953,,,Hinwil,ZH,
45570,120_3,Hittenberg,713201,237378,,,Hinwil,ZH,
45571,3373_1,Krinau,721812,241963,,,Neutoggenburg,SG,ja
45572,3377_1,Ricken Gm. Wattwil,721550,236060,,,Neutoggenburg,SG,ja
45573,3337_2,Walde,718980,236693,,,See,SG,
45574,3003_1,Schönengrund,735172,243277,,,Hinterland,AR,ja
45575,3376_1,St. Peterzell,731172,242217,,,Neutoggenburg,SG,ja
45576,3006_1,Schönau Gm. Urnäsch,737350,241670,,,Hinterland,AR,ja
45577,3002_2,Lehnen Gm. Hundwil,740510,243460,,,Hinterland,AR,ja
45578,3372_1,Mistelegg Gm. Hemberg,731360,240289,,,Neutoggenburg,SG,ja
45579,4225_1,Benzenschwil,670207,233280,,,MUR,AG,
45580,9_2,Mettmenstetten,677578,233022,,,Affoltern,ZH,ja
45581,9_1,Herferswil,679586,234119,,,Affoltern,ZH,
45582,4224_1,Beinwil,668485,231405,,,MUR,AG,
45583,4235_1,Mühlau,671991,231424,,,MUR,AG,
45584,8_1,Maschwanden,674756,232017,,,Affoltern,ZH,
45585,7_1,Knonau,677563,230811,,,Affoltern,ZH,
45586,9_3,Rossau Gm. Mettmenstetten,679180,231100,,,Affoltern,ZH,
45589,4223_1,Auw,670120,229379,,,MUR,AG,ja
45590,4239_1,Sins,672531,227196,,,MUR,AG,
45591,1702_3,Hagendorn,675280,228504,,,,ZG,ja
45592,1702_1,Cham,677345,226091,,,,ZG,
45593,1702_2,Cham 2,677345,226091,,,,ZG,ja
45594,4221_1,Abtwil,669452,225250,,,MUR,AG,
45595,4237_1,Oberrüti,672472,224336,,,MUR,AG,
45596,133_2,Horgenberg Gem. Horgen,686450,234150,,,Horgen,ZH,
45597,142_2,Wädenswil 2,693650,231638,,,Horgen,ZH,
45598,6_2,Kappel am Albis,682394,231322,,,Affoltern,ZH,ja
45599,142_3,Langrüti Gm. Wädenswil,692325,230055,,,Horgen,ZH,
45600,132_3,Hirzel,688476,230031,,,Horgen,ZH,
45601,132_1,Hirzel 2,688476,230031,,,Horgen,ZH,
45602,132_2,Hirzel 3,688476,230031,,,Horgen,ZH,
45603,1704_1,Menzingen,687288,225931,,,,ZG,ja
45604,134_1,Hütten,692707,225643,,,Horgen,ZH,ja
45605,140_1,Schönenberg,691334,227637,,,Horgen,ZH,
45606,142_4,Stocken Gm. Wädenswil,690652,231321,,,Horgen,ZH,
45607,133_4,Arn,689206,232635,,,Horgen,ZH,
45608,158_1,Stäfa,697118,232971,,,Meilen,ZH,ja
45609,153_1,Feldbach,702124,232959,,,Meilen,ZH,ja
45610,142_1,Wädenswil,693650,231638,,,Horgen,ZH,ja
45611,1321_1,Feusisberg,699202,227092,,,Höfe,SZ,ja / ja
45612,1344_1,Lachen,707043,227799,,,March,SZ,ja
45613,1341_1,Altendorf,705448,227759,,,March,SZ,ja
45614,3337_1,SGkappel,715819,233790,,,See,SG,
45615,3332_1,Eschenbach ,712303,233266,,,See,SG,ja
45616,3335_1,Bollingen,710253,230822,,,See,SG,
45617,3339_1,Uznach,717054,231536,,,See,SG,ja
45618,1347_1,Tuggen,714200,229148,,,March,SZ,ja
45619,1349_1,Wangen ,710414,227723,,,March,SZ,ja
45620,1342_1,Galgenen,708858,226723,,,March,SZ,ja
45622,3334_1,Gommiswald,720010,232345,,,See,SG,ja
45624,3354_1,Krummenau,730924,234534,,,Obertoggenburg,SG,ja
45625,3354_2,Ennetbühl,734209,233711,,,Obertoggenburg,SG,
45626,3355_1,Nesslau,733181,232181,,,Obertoggenburg,SG,ja
45627,3351_1,Starkenbach,737285,227663,,,Obertoggenburg,SG,ja / ja
45628,4231_1,Dietwil,672310,222413,,,MUR,AG,ja
45629,1033_1,Inwil,669205,219420,,,Hochdorf,LU,ja
45630,1707_1,Risch,677954,220862,,,,ZG,ja / ja
45631,1064_1,Meierskappel,676232,219753,,,LU,LU,ja
45632,1065_1,Root,672474,219212,,,LU,LU,ja
45633,1052_2,Perlen,669900,218000,,,LU,LU,
45634,1052_1,Buchrain,669031,216557,,,LU,LU,ja
45635,1054_1,Ebikon,668857,215209,,,LU,LU,ja
45636,1067_1,Udligenswil,673104,215959,,,LU,LU,ja
45637,1709_1,Unterägeri,686922,221350,,,,ZG,
45638,1706_1,Oberägeri,689212,221052,,,,ZG,ja
45639,1371_1,Sattel,691073,215444,,,SZ,SZ,ja
45640,1711_1,Zug,681313,225433,,,,ZG,ja
45641,1711_2,Zug 2,681313,225433,,,,ZG,ja
45642,1301_1,Einsiedeln,698974,220504,,,Einsiedeln,SZ,ja
45643,1370_1,Rothenthurm,693914,217796,,,SZ,SZ,ja
45644,1345_1,Reichenburg,716512,225453,,,March,SZ,ja / in Bearb.
45645,1348_1,Vorderthal,710973,219888,,,March,SZ,ja
45646,1343_1,Innerthal,712340,218211,,,March,SZ,ja
45647,1602_1,Bilten,720697,223574,,,,GL,
45648,1622_1,Niederurnen,722459,220631,,,,GL,
45649,1623_1,Oberurnen,723063,219368,,,,GL,
45650,1608_1,Filzbach,728265,220111,,,,GL,ja
45651,1624_1,Obstalden,729917,219885,,,,GL,ja
